Title,Description,User_Notes,Status,Original_PB_Status,PB_ID,Needs_Enrichment
BigQuery Integration,"## 📒 **Feature short description:** BiqQuery users will be able to use their data stored in BigQuery as a targeting condition\. ## 😥 Problem **Problem statement:** BigQuery customers were not able to reuse the data they collected about their users in their Kameleoon campaigns\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** The customer had to build their own webservice to enrich data using the Data API, but it's a lot of work and it has never been a single customer doing this\. ## 💡 Solution **Key benefits**: Regular benefits of data enrichment \+ the benefits of connecting to a datawarehouse\. **Use Cases:** - Targeting visitor based on data stored in BigQuery **✏️ Product design:** - **Product package:** Web Experimentation - **Product scope:** Integration page, segment builder, custom data - **Target Persona**: All - **Main updates:** [Embedded content](https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Ffile%2FbVzNjJMcOF2y0xmn75idos%2FUS---BigQuery-Integration%3Ftype%3Ddesign%26node-id%3D5%253A3%26mode%3Ddesign%26t%3D8yrAW6ca13oaUwBb-1) ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: [Embedded content](https://www.figma.com/embed?embed_host=share&url=https%3A%2F%2Fwww.figma.com%2Ffile%2FbVzNjJMcOF2y0xmn75idos%2FUS---BigQuery-Integration%3Ftype%3Ddesign%26node-id%3D5%253A3%26mode%3Ddesign%26t%3D8yrAW6ca13oaUwBb-1) - **Spec file**: optional \(paste link\) - **Redmine ticket**: - **Image:** mandatory, to illustrate the topic",,Complete,Released,19429208,No
Integrations Migration to K8s,"## 📒 **Feature short description:** The goal here is to migrate our bridges hosted on CS\-01 to K8s\. ## 😥 Problem **Problem statement:** CS\-01 is not scalable, a lot of problems happened in production\. **Workaround:** - **Existing workaround:** NO ## 🎯 **Measuring Success** K8s monitoring system\. --- ## 📄 Attached documents - **Redmine ticket**:",,In Progress,Development in progress,19454413,No
Integrations Migration to K8s - Mixpanel,,,Planned,Planned,19454539,Yes
Integrations Migration to K8s - Segment.io,,,Complete,Released,19454541,Yes
Integrations Migration to K8s - GA4 Audience,,,Complete,Released,19454773,Yes
Integrations Migration to K8s - Amplitude (Event Streaming),,,Complete,Released,19454782,Yes
Integrations Migration to K8s - Freshpaint,,,Planned,Planned,19454942,Yes
Integrations Migration to K8s - RudderStack,,,Planned,Planned,19455045,Yes
Integrations Migration to K8s - Hubspot,,,Planned,Planned,19455099,Yes
Integrations Migration to K8s - Klaviyo,,,Under Review,New idea,19455107,Yes
Integrations Migration to K8s - Klaviyo segment,,,In Progress,Development in progress,19455115,Yes
Integrations Migration to K8s - Krux,"KRUX is unused, deactivated\.",,Closed,Rejected,19455123,Yes
Integrations Migration to K8s - Mediarithmics,,,Planned,Planned,19455141,Yes
Integrations Migration to K8s - Shopify,,,Planned,Planned,19455157,Yes
Integrations Migration to K8s - Piwik segment,,,Planned,Planned,19455170,Yes
Integrations Migration to K8s - Tealium,,,Planned,Planned,19455180,Yes
Zuko Integration,## 📒 **Feature short description:** Sending track events to Zuko\. ## 😥 Problem **Problem statement:** Zuko's users couldn't track the impact of experiments on forms\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** custom analytics ## 💡 Solution **Key benefits**: Tracking campaign impact on form conversion\. **Use Cases:** Use Zuko forms combined with Kameleoon campaigns and track both\. **✏️ Product design:** - **Product package:** Web Experimentation - **Product scope:** app - **Target Persona**: PM - **Main updates:** \- ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Redmine ticket**:,,Complete,Released,19524148,No
Audience Mapping in GA4,"## 📒 **Feature short description:** We are going to change our existing integration \(yes, again\)\. Now, the gtag method will be based on [Google's guidelines](https://developers.google.com/analytics/devguides/collection/ga4/integration)\. ## 😥 Problem **Problem statement:** Google released a new article in which they explained a specific procedure we should follow to integrate with them: **Workaround:** - **Existing workaround:** No ## 💡 Solution **Key benefits**: Nothing except Audience are created automatically\. They are also deleted automatically, which is not convenient for our users \(we will make this as optional\)\. **Use Cases:** \- **✏️ Product design:** - **Product package:** Web Experimentation - **Product scope:** Integrations page - **Target Persona**: Marketer and PMs - **Main updates:** Users will use their Google credentials so we can automatically create GA4 Audiences for them\. ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: - **Image:** mandatory, to illustrate the topic",,Complete,Released,19530984,No
Activation link regeneration,"## 📒 **Feature short description:** We will allow users to ask for another activation link when it is expired\. ## 😥 Problem **Problem statement:** Currently, users are complaining about the fact that the link only has 24h of lifetime\. Therefore, they only have 24 hours to activate their account\. After that, they will be redirected to an error page\. **Workaround:** - **Existing workaround:** Yes - **Workaround description:** Asking a CSMs or the admin user to send another link or force activation from the Teams page\. ## 💡 Solution **Key benefits**: What value does this feature bring to the user? - More independence to the users, because they won't have to ask somebody for another activation email\. **Use Cases:** - A user that did not click on the activation link within the 24 hours will be able to ask for a new link and not get stuck\. **✏️ Product design:** - **Product package:** All - **Product scope:** Activation flow \(email \+ error page\) - **Target Persona**: All - **Main updates:** In bullets, concisely describe what your solution consists of: - In page the error page, we add a button, so the user can ask for another link \(received by email\) ## 🎯 **Measuring Success** NA --- ## 📄 Attached documents - **Figma file**: [Link](https://www.figma.com/file/0aGOIjoEvn704ABZepfJPw/US---21932---Activation-link-regeneration?type=design&node-id=161%3A76&t=IpPx12AdBrYj7eeI-1) - **Spec file**: optional \(paste link\) - **Redmine ticket**: - **Translations** :",,Complete,Released,19826929,No
