Title,Details,Status,Tags,Category,StateTag
Widget for redirection tests,"Requesting for a graphic editor solution for redirection tests that involve a widget :
They want to do a redirection test and show pop-ups on the redirected page. Step 1 Visitor lands on  →  https://www.simplycook.com/facebook/default They are redirected to : Variation 1 : https://www.simplycook.com/facebook/default/quiz-4 Variation 2 : https://www.simplycook.com/facebook/default/control Step 2 When they are on Variation 1 → Show pop up 1 When they are on variation 2 → Show pop up 2
The issue is the targeting determines both those who get redirected and who gets to see the widget
So if we set the targeting to correspond exactly to  https://www.simplycook.com/facebook/default
Visitors will be redirected correctly but when they land on the redireceted URLS, they will no longer be targeted.
Not targeted = Not seeing pop up.
Could there be a way to set a targeting that will apply only to the widget?",Open,"_⭐ Studio Squad, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio :,"Widget studio :
Make the widget compatible with HTML as well as allow imports of google fonts and not just font file types.
Makes it easy for clients with animated widgets or with creative widgets",Open,"_⭐ Studio Squad, new idea, critical, Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget studio Editor,"Widget studio Editor:
Can we retrieve the CSS selectors for popin elements created by Kameleoon ?",Open,"new idea, nice to have, Ex owner: Lily from Kameleoon, Q1 2024, Visual Builders, Processed",Build,Processed
Widget studio Graphical editor,"In the widget studio / Graphical editor.
Be able to create a tooltip to be shown on hover of an existing element on the website.
Apparently easy to do in A/B tasty",Open,"_⭐ Campaign Creation Squad, _⭐ Studio Squad, new idea, critical, Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget studio Text align option,"In the widget studio, I would like to have an option to manage the position of the text within a block.  This is especially needed when you want to place a text in the middle of a banner for example.  Additional comment : the text area could adjust automatically depending on the content itself.",Open,"widget, Ex owner: Lily from Kameleoon, Q2 2024, Visual Builders, Processed",Build,Processed
Widget studio UX improvement,"UX improvement: change the save button color.It seems like it's disabled.Feedback from a client (123inkt)
Client: gregory@123inkt.nl
--
Marie LemaireCustomer Success Manager SeniorTel. +33 6 76 78 26 58www.kameleoon.com1251 Ave. of the Americas10020 New York",Open,"_⭐ Studio Squad, widget, Ex owner: Lily from Kameleoon, Q1 2024, Visual Builders, Processed",Build,Processed
Widget studio able upload font policy set,"On the widget studio, being able to upload font policy and the set of colors from the company (once) and then being able to use it on all widgets.
This question is very often asked during presales calls and is mandatory for using AI widget (without the color set of the company, the feature is not usable)",Open,"new idea, important, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio allow different source between devices,"For image element you cannot upload 2 different images for each device. Even if you select no synchronisation the image upload on destkop is the same than mobile. When changing it on mobile it also impact the destkop.  We can by pass that by adding 2 different images element but this behavior differs from that of the other elements and makes creating events more complex, as you have to do everything twice",Open,"Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio amazing either integration figma able,"In the widget studio, it would be amazing to either have an integration with figma or be able to upload a mockup and generate the widget based on that.",Open,"_⭐ Integrations Squad, _⭐ Studio Squad, new idea, nice to have, Ex owner: Lily from Kameleoon, Q1 2025, Integrations, Processed",Set up,Processed
Widget studio duplicate element such close button,"In the widget studio, when you duplicate an element such as a close button, the event is not automatically duplicated.
Example: Petit Bateau id:mcelikadam@fr.petitbateau.com
Widget; FR - COUNTDOWN LAST CHANCES A/B TEST
I had to add a duplicate close button on the tablet and add the event to the ma",Open,"new idea, nice to have, Ex owner: Lily from Kameleoon, Q3 2025, Visual Builders, Processed",Build,Processed
Widget studio event goal conversion,In a slider created with the widget studio we are not able to access the children element. As an example if you want to track the click on the pagination I should be able to select each dot since the parent element is not enough.,Open,"Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget studio event section convert goal list,"It the widget studio, in the event section ""convert a goal"", we should have the list of goals available and not just an input with an ""ID""",Open,"new idea, critical, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio like able group elements resize,"In the widget studio, we would like to be able to group elements, to resize and move them all in one. (feedback from Medicis Immobilier Neuf)",Open,"_⭐ Studio Squad, new idea, nice to have, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio locking element lock position change,"widget studio : when locking an element, lock the position change as well.
Today we can move a locked element which is not logical",Open,"_⭐ Studio Squad, new idea, critical, Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget studio make possible enable element depending,"In the widget studio, make it possible to enable an element depending on the state of a form.
Example : in a newsletter popin, when the popin appears, the validation button is disabled, when the input is filled with an email adress, the button becomes enabled.
The feature used to work but not anymore.",Open,"new idea, nice to have, Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget studio one cannot see what written,widget studio : one cannot see what is written in the edit panel when text is in white.,Open,"_⭐ Studio Squad, new idea, important, Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Widget studio scroll to edit on mobile,On mobile it would be nice to be able to scroll to access the elements that are displayed above the fold.  Currently you need to edit the element blindly.,Open,"Ex owner: Lily from Kameleoon, Q1 2025, Visual Builders, Processed",Build,Processed
Widget template native way to have a widget above the page and within the page in the same experiment,"Client: Coop Email: joachim.furuseth@coop.noUse case (coop) : Add a block within a product page (built with Widget studio)On click on this second block, open a second widget (popin)The behaviour between the two blocks need to be developed and there is no native option. Also, we had to use JS/CSS export so we could change the behaviour of the 2nd widget and we had to add some CSS (for the display).
Possible feature : add an event that would take into accoun the display above/within the page directly into the widget studio such as on click on the button screen 1 > display screen 2 above the page (or vice versa)
I'm available if you need some more inputs :)
--
Marie LemaireSenior Customer Success ManagerTel. +33 6 76 78 26 58www.kameleoon.comLynton House L7-12 Tavistock SquareWC1H 9LT London",Open,"Ex owner: Lily from Kameleoon, Q4 2024, Visual Builders, Processed",Build,Processed
Wording on results page Bayesian method,"Client : JetBrains Feedback regarding wording for the Bayesian method : ""The way Probability to Win metric presented with Bayesian enabled is confusing.
It should probably be called Significance (by convention) or something should be changed in the UI.He provided this example :  ""There's 88.21% probability of Variation 1 beating the Original, decreasing the conversion rate by -18.74%"" Screenshot provided :
--
Marie LemaireCustomer Success Manager SeniorTel. +33 6 76 78 26 58www.kameleoon.com1251 Ave. of the Americas10020 New York",Open,"_⭐ Reporting Squad, Ex owner: Calixthe Mattei, Q4 2023, Data & Governance, Processed",Analyze,Processed
